ticker
2222
2381
2382
2380
4030
4200
2030
3008
2300
1202
3007
1201
1322
2200
2240
2360
1304
1321
1210
1211
2150
2180
2220
1301
1320
2090
2223
2001
2010
2020
2060
2170
2210
2250
2290
2310
2330
2350
3001
3002
3003
3004
3010
3020
3030
3040
3050
3060
3080
3090
3091
3005
3092
4142
2110
2040
4110
1212
1302
2370
1303
2320
2160
1214
4141
4140
4270
1831
6004
1832
1833
4260
4031
4261
4262
4263
4040
2190
4012
4011
2130
2340
4180
1213
6002
1810
4170
1820
6013
6015
1830
4291
4292
4290
6012
6014
4070
4210
4071
4072
4190
4240
4003
4050
4192
4051
4191
4008
4006
4162
4161
4164
4163
4160
4001
4061
6001
2282
2283
2284
6010
6020
6040
6050
6060
6070
6090
2281
2050
2100
2270
2280
4080
4014
4013
4007
4009
2140
4002
4004
4005
2230
2070
4015
4016
1010
1020
1030
1050
1060
1080
1120
1140
1150
1180
1182
4081
1111
4082
1183
4130
2120
4280
8010
8020
8030
8060
8040
8070
8050
8100
8012
8120
8150
8160
8170
8180
8190
8200
8210
8230
8240
8250
8260
8270
8280
8300
8310
8311
7010
7020
7030
7040
2080
5110
2081
2082
2083
4330
4331
4332
4333
4334
4335
4336
4337
4338
4344
4339
4340
4345
4342
4346
4347
4348
4349
4020
4090
4100
4150
4220
4250
4300
4310
4320
4321
4322
4323
4230
7200
7201
7202
7203
7204
